,school_name,school_code,f_teacher_count,m_teacher_count,year,percent_male
843,Lexington - Jonas Clarke Middle,1550305,40.6,19.7,15.0,0.32669983416252074
844,Lexington - Joseph Estabrook,1550010,25.6,2.3,15.0,0.08243727598566307
846,Lexington - Lexington High,1550505,101.9,49.2,15.0,0.32561217736598275
847,Lexington - Maria Hastings,1550035,22.3,2.7,15.0,0.10800000000000001
848,Lexington - Wm Diamond Middle,1550310,39.7,17.5,15.0,0.30594405594405594
849,Lincoln - Hanscom Middle,1570305,15.7,5.8,15.0,0.2697674418604651
851,Lincoln - Lincoln School,1570025,40.2,9.0,15.0,0.18292682926829268
852,Lincoln-Sudbury - Lincoln-Sudbury Regional High,6950505,62.2,46.5,15.0,0.42778288868445263
853,Littleton - Littleton High School,1580505,16.6,9.1,15.0,0.35408560311284043
854,Littleton - Littleton Middle School,1580305,16.2,4.8,15.0,0.22857142857142856
855,Littleton - Russell St Elementary,1580015,16.4,0.0,15.0,0.0
857,Longmeadow - Blueberry Hill,1590005,28.1,1.0,15.0,0.034364261168384876
858,Longmeadow - Center,1590010,24.3,0.0,15.0,0.0
859,Longmeadow - Glenbrook Middle,1590017,15.5,5.2,15.0,0.25120772946859904
860,Longmeadow - Longmeadow High,1590505,38.8,28.2,15.0,0.4208955223880597
861,Longmeadow - Williams Middle,1590305,19.5,5.5,15.0,0.22
862,Longmeadow - Wolf Swamp Road,1590025,21.3,2.0,15.0,0.08583690987124463
879,Lowell - Lowell High,1600505,111.8,90.7,15.0,0.44790123456790126
892,Ludlow - Ludlow Senior High,1610505,43.7,29.0,15.0,0.39889958734525444
895,Lunenburg - Lunenburg High,1620505,26.7,17.6,15.0,0.39729119638826194
897,Lunenburg - Turkey Hill Middle,1620020,23.9,4.0,15.0,0.14336917562724016
903,Lynn - Classical High,1630505,45.2,40.4,15.0,0.4719626168224299
913,Lynn - Lynn English High,1630510,49.3,52.4,15.0,0.5152409046214357
924,Lynnfield - Huckleberry Hill,1640010,21.7,0.2,15.0,0.009132420091324202
925,Lynnfield - Lynnfield High,1640505,28.0,17.5,15.0,0.38461538461538464
926,Lynnfield - Lynnfield Middle School,1640405,37.9,9.0,15.0,0.19189765458422176
928,Lynnfield - Summer Street,1640020,21.4,2.8,15.0,0.11570247933884296
936,Malden - Malden High,1650505,74.4,34.8,15.0,0.31868131868131866
938,Manchester Essex Regional - Essex Elementary,6980020,11.9,3.9,15.0,0.24683544303797467
939,Manchester Essex Regional - Manchester Essex Regional High School,6980510,22.2,14.4,15.0,0.39344262295081966
940,Manchester Essex Regional - Manchester Essex Regional Middle School,6980030,18.9,9.7,15.0,0.33916083916083917
941,Manchester Essex Regional - Manchester Memorial Elementary,6980010,22.5,3.0,15.0,0.11764705882352941
945,Mansfield - Mansfield High,1670505,58.7,35.6,15.0,0.37751855779427357
951,Marblehead - Marblehead High,1680505,38.8,33.9,15.0,0.4662998624484182
954,Marblehead Community Charter Public - Marblehead Community Charter Public School,4640305,9.6,5.8,15.0,0.37662337662337664
960,Marlborough - Marlborough High,1700505,56.5,33.7,15.0,0.37361419068736146
962,Marshfield - Daniel Webster,1710015,20.0,2.7,15.0,0.11894273127753305
963,Marshfield - Eames Way School,1710005,10.9,3.0,15.0,0.2158273381294964
964,Marshfield - Furnace Brook Middle,1710310,53.8,14.0,15.0,0.20648967551622419
965,Marshfield - Gov Edward Winslow,1710020,20.8,3.0,15.0,0.12605042016806722
966,Marshfield - Marshfield High,1710505,69.1,32.5,15.0,0.31988188976377957
967,Marshfield - Martinson Elementary,1710025,28.1,1.0,15.0,0.034364261168384876
968,Marshfield - South River,1710010,19.6,2.1,15.0,0.0967741935483871
969,Martha's Vineyard - Martha's Vineyard Regional High,7000505,44.4,30.5,15.0,0.4072096128170894
972,Masconomet - Masconomet Regional High School,7050505,41.6,29.8,15.0,0.41736694677871145
975,Mashpee - Mashpee High,1720505,20.1,18.7,15.0,0.48195876288659795
985,Medfield - Medfield Senior High,1750505,44.0,17.4,15.0,0.2833876221498371
998,Medway - Burke/Memorial Elementary School,1770015,22.5,0.8,15.0,0.034334763948497854
1000,Medway - Medway High,1770505,26.3,16.9,15.0,0.39120370370370366
1001,Medway - Medway Middle,1770305,37.0,11.5,15.0,0.23711340206185566
1006,Melrose - Melrose High,1780505,34.9,25.5,15.0,0.42218543046357615
1010,Mendon-Upton - Henry P Clough,7100179,24.0,1.0,15.0,0.04
1011,Mendon-Upton - Memorial School,7100001,23.0,3.0,15.0,0.11538461538461539
1012,Mendon-Upton - Miscoe Hill School,7100015,34.6,11.1,15.0,0.24288840262582054
1013,Mendon-Upton - Nipmuc Regional High,7100510,26.6,17.6,15.0,0.3981900452488688
1014,Methuen - Comprehensive Grammar School,1810050,50.9,10.7,15.0,0.17370129870129872
1015,Methuen - Donald P Timony Grammar,1810060,58.0,13.0,15.0,0.18309859154929578
1016,Methuen - Marsh Grammar School,1810030,60.7,5.1,15.0,0.07750759878419453
1017,Methuen - Methuen High,1810505,71.4,47.8,15.0,0.4010067114093959
1018,Methuen - Tenney Grammar School,1810055,59.9,10.0,15.0,0.14306151645207438
1023,Middleborough - Middleborough High,1820505,27.7,31.0,15.0,0.5281090289608177
1036,Millis - Clyde F Brown,1870005,28.2,1.6,15.0,0.053691275167785234
1037,Millis - Millis High School,1870505,13.3,12.6,15.0,0.4864864864864865
1038,Millis - Millis Middle,1870020,25.4,2.8,15.0,0.09929078014184396
1043,Milton - Milton High,1890505,44.7,29.7,15.0,0.39919354838709675
1045,Minuteman Regional Vocational Technical - Minuteman Regional High,8300605,17.7,28.1,15.0,0.6135371179039302
1046,Mohawk Trail - Buckland-Shelburne Regional,7170005,14.4,1.0,15.0,0.06493506493506493
1049,Mohawk Trail - Mohawk Trail Regional High,7170505,15.8,11.4,15.0,0.4191176470588235
1056,Monson - Monson Innovation High School,1910505,15.1,7.7,15.0,0.33771929824561403
1058,Montachusett Regional Vocational Technical - Montachusett Regional Vocational Technical,8320605,44.2,60.4,15.0,0.5774378585086042
1060,Mystic Valley Regional Charter - Mystic Valley Regional Charter School,4700105,59.4,34.5,15.0,0.36741214057507987
1064,Nantucket - Nantucket High,1970505,24.5,17.6,15.0,0.4180522565320665
1065,Narragansett - Baldwinville Elementary,7200005,9.1,1.0,15.0,0.09900990099009901
1066,Narragansett - Narragansett Middle,7200305,14.3,7.3,15.0,0.3379629629629629
1067,Narragansett - Narragansett Regional High,7200505,18.5,13.5,15.0,0.421875
1070,Nashoba - Center School,7250020,33.3,2.2,15.0,0.0619718309859155
1071,Nashoba - Florence Sawyer School,7250025,39.2,6.1,15.0,0.13465783664459158
1072,Nashoba - Hale,7250310,14.6,5.8,15.0,0.28431372549019607
1073,Nashoba - Luther Burbank Middle School,7250305,11.6,2.6,15.0,0.18309859154929578
1074,Nashoba - Mary Rowlandson Elementary,7250010,23.3,4.4,15.0,0.1588447653429603
1075,Nashoba - Nashoba Regional,7250505,36.9,29.9,15.0,0.4476047904191617
1076,Nashoba Valley Regional Vocational Technical - Nashoba Valley Technical High School,8520605,20.0,33.9,15.0,0.6289424860853432
1083,Natick - Natick High,1980505,61.1,42.0,15.0,0.4073714839961203
1085,Nauset - Nauset Regional High,6600505,53.5,29.5,15.0,0.35542168674698793
1086,Nauset - Nauset Regional Middle,6600305,35.9,11.3,15.0,0.23940677966101695
1087,Needham - Broadmeadow,1990005,24.7,1.5,15.0,0.05725190839694656
1089,Needham - Hillside Elementary,1990035,19.4,3.2,15.0,0.14159292035398233
1090,Needham - John Eliot,1990020,17.8,2.9,15.0,0.14009661835748793
1091,Needham - Needham High,1990505,54.7,40.6,15.0,0.4260230849947534
1092,Needham - Newman Elementary,1990050,35.7,1.0,15.0,0.02724795640326975
1093,Needham - Pollard Middle,1990405,41.0,16.8,15.0,0.2906574394463668
1094,Needham - William Mitchell,1990040,20.1,4.2,15.0,0.1728395061728395
1113,New Bedford - New Bedford High,2010505,79.6,74.3,15.0,0.4827810266406758
1126,Newburyport - Newburyport High,2040505,35.8,18.1,15.0,0.3358070500927644
1143,Newton - Newton North High,2070505,77.3,65.8,15.0,0.45981830887491265
1144,Newton - Newton South High,2070510,75.7,52.7,15.0,0.4104361370716511
1150,Norfolk - Freeman-Kennedy School,2080005,22.8,4.5,15.0,0.16483516483516483
1152,Norfolk County Agricultural - Norfolk County Agricultural,9150705,19.0,19.6,15.0,0.5077720207253886
1157,North Andover - Annie L Sargent School,2110018,26.4,2.4,15.0,0.08333333333333334
1158,North Andover - Atkinson,2110001,29.7,0.6,15.0,0.019801980198019802
1159,North Andover - Franklin,2110010,21.7,1.0,15.0,0.04405286343612335
1160,North Andover - Kittredge,2110015,11.4,1.4,15.0,0.10937499999999999
1161,North Andover - North Andover High,2110505,49.0,31.1,15.0,0.38826466916354563
1162,North Andover - North Andover Middle,2110305,49.0,21.8,15.0,0.30790960451977406
1163,North Andover - Thomson,2110020,16.2,0.2,15.0,0.012195121951219514
1165,North Attleborough - Amvet Boulevard,2120007,20.7,0.0,15.0,0.0
1166,North Attleborough - Community,2120030,18.0,1.6,15.0,0.08163265306122448
1167,North Attleborough - Falls,2120010,12.4,2.4,15.0,0.16216216216216214
1168,North Attleborough - Joseph W Martin Jr Elementary,2120013,24.8,0.0,15.0,0.0
1169,North Attleborough - North Attleboro High,2120505,44.7,31.1,15.0,0.4102902374670184
1171,North Attleborough - North Attleborough Middle,2120305,47.3,22.7,15.0,0.3242857142857143
1175,North Middlesex - Ashby Elementary,7350010,13.5,0.6,15.0,0.0425531914893617
1176,North Middlesex - Hawthorne Brook,7350030,17.5,9.5,15.0,0.35185185185185186
1177,North Middlesex - Nissitissit Middle School,7350310,25.1,10.9,15.0,0.3027777777777778
1178,North Middlesex - North Middlesex Regional,7350505,30.7,23.0,15.0,0.42830540037243947
1182,North Middlesex - Varnum Brook,7350035,31.7,3.2,15.0,0.09169054441260746
1186,North Reading - North Reading High,2170505,30.5,28.4,15.0,0.48217317487266553
1188,Northampton - Bridge Street,2100005,15.3,2.0,15.0,0.11560693641618497
1189,Northampton - Jackson Street,2100020,16.6,1.5,15.0,0.08287292817679558
1190,Northampton - John F Kennedy Middle School,2100410,36.5,15.7,15.0,0.3007662835249042
1191,Northampton - Leeds,2100025,17.2,3.0,15.0,0.1485148514851485
1192,Northampton - Northampton High,2100505,30.6,22.6,15.0,0.424812030075188
1193,Northampton - R. K. Finn Ryan Road,2100029,12.8,1.0,15.0,0.07246376811594203
1194,Northampton-Smith Vocational Agricultural - Smith Vocational and Agricultural High,4060705,22.2,25.0,15.0,0.5296610169491525
1195,Northboro-Southboro - Algonquin Regional High,7300505,64.0,30.1,15.0,0.3198724760892668
1196,Northborough - Fannie E Proctor,2130015,13.3,1.8,15.0,0.11920529801324503
1197,Northborough - Lincoln Street,2130003,15.8,2.0,15.0,0.11235955056179775
1198,Northborough - Marguerite E Peaslee,2130014,13.2,1.3,15.0,0.0896551724137931
1199,Northborough - Marion E Zeh,2130020,17.5,1.8,15.0,0.09326424870466321
1200,Northborough - Robert E. Melican Middle School,2130305,32.9,9.6,15.0,0.22588235294117645
1202,Northbridge - Northbridge High,2140505,26.5,18.0,15.0,0.4044943820224719
1203,Northbridge - Northbridge Middle,2140305,30.3,9.9,15.0,0.2462686567164179
1204,Northbridge - W Edward Balmer,2140001,17.4,0.9,15.0,0.049180327868852465
1205,Northeast Metropolitan Regional Vocational Technical - Northeast Metro Regional Vocational,8530605,34.9,47.2,15.0,0.5749086479902559
1206,Northern Berkshire Regional Vocational Technical - Charles McCann Vocational Technical,8510605,17.7,6.8,15.0,0.27755102040816326
1207,Norton - Henri A. Yelle,2180060,18.4,0.4,15.0,0.021276595744680854
1210,Norton - Norton High,2180505,29.8,16.5,15.0,0.3563714902807776
1211,Norton - Norton Middle,2180305,28.7,13.5,15.0,0.31990521327014215
1213,Norwell - Norwell High,2190505,25.7,21.8,15.0,0.45894736842105266
1223,Norwood - Norwood High,2200505,40.7,27.5,15.0,0.4032258064516129
1225,Old Colony Regional Vocational Technical - Old Colony Regional Vocational Technical,8550605,20.0,26.7,15.0,0.5717344753747323
1226,Old Rochester - Old Rochester Regional High,7400505,25.7,19.1,15.0,0.42633928571428575
1230,Orleans - Orleans Elementary,2240005,15.2,3.0,15.0,0.16483516483516483
1232,Oxford - Clara Barton,2260005,15.8,0.4,15.0,0.02469135802469136
1233,Oxford - Oxford High,2260505,18.2,16.0,15.0,0.4678362573099415
1234,Oxford - Oxford Middle,2260405,24.9,9.0,15.0,0.26548672566371684
1236,Palmer - Converse Middle,2270305,24.2,4.0,15.0,0.14184397163120568
1237,Palmer - Old Mill Pond,2270008,35.6,5.0,15.0,0.12315270935960591
1238,Palmer - Palmer High,2270505,21.3,16.0,15.0,0.4289544235924933
1239,Pathfinder Regional Vocational Technical - Pathfinder Vocational Technical,8600605,24.0,42.6,15.0,0.6396396396396398
1241,Peabody - Captain Samuel Brown,2290005,25.7,1.6,15.0,0.05860805860805861
1242,Peabody - Center,2290015,20.5,1.1,15.0,0.05092592592592593
1243,Peabody - J Henry Higgins Middle,2290305,61.0,32.0,15.0,0.34408602150537637
1244,Peabody - John E Burke,2290007,18.3,0.9,15.0,0.046875
1245,Peabody - John E. McCarthy,2290016,18.9,1.7,15.0,0.0825242718446602
1246,Peabody - Peabody Veterans Memorial High,2290510,71.2,58.0,15.0,0.44891640866873067
1247,Peabody - South Memorial,2290035,22.2,2.3,15.0,0.09387755102040815
1248,Peabody - Thomas Carroll,2290010,28.5,3.2,15.0,0.10094637223974764
1249,Peabody - West Memorial,2290045,18.5,0.1,15.0,0.005376344086021505
1250,Peabody - William A Welch Sr,2290027,16.7,1.5,15.0,0.08241758241758242
1256,Pembroke - Pembroke High School,2310505,44.1,13.3,15.0,0.23170731707317072
1262,Pentucket - Pentucket Regional Sr High,7450505,32.1,20.9,15.0,0.3943396226415094
1274,Pioneer Valley Performing Arts Charter Public - Pioneer Valley Performing Arts Charter Public School,4790505,16.7,19.5,15.0,0.5386740331491713
1280,Pittsfield - Pittsfield High,2360505,38.5,24.1,15.0,0.38498402555910544
1284,Pittsfield - Taconic High,2360510,37.2,16.4,15.0,0.3059701492537313
1297,Plymouth - Plymouth North High,2390505,53.9,32.0,15.0,0.3725261932479627
1298,Plymouth - Plymouth South High,2390515,51.0,47.3,15.0,0.4811800610376399
1305,Quabbin - Hardwick Elementary,7530005,12.3,2.0,15.0,0.13986013986013984
1306,Quabbin - Hubbardston Center,7530010,16.4,2.0,15.0,0.10869565217391305
1309,Quabbin - Oakham Center,7530025,10.5,2.5,15.0,0.19230769230769232
1310,Quabbin - Quabbin Regional High School,7530505,30.3,17.0,15.0,0.3594080338266385
1311,Quabbin - Quabbin Regional Middle School,7530405,16.8,8.1,15.0,0.3253012048192771
1312,Quabbin - Ruggles Lane,7530030,20.3,1.0,15.0,0.046948356807511735
1313,Quaboag Regional - Quaboag Regional High,7780505,14.6,14.6,15.0,0.5
1318,Quincy - Atherton Hough,2430040,20.1,2.7,15.0,0.11842105263157895
1319,Quincy - Atlantic Middle,2430305,22.8,7.3,15.0,0.24252491694352157
1320,Quincy - Beechwood Knoll Elementary,2430020,21.5,0.9,15.0,0.04017857142857143
1321,Quincy - Broad Meadows Middle,2430310,19.6,6.5,15.0,0.24904214559386972
1322,Quincy - Central Middle,2430315,27.1,11.4,15.0,0.2961038961038961
1323,Quincy - Charles A Bernazzani Elementary,2430025,20.4,1.9,15.0,0.0852017937219731
1324,Quincy - Clifford H Marshall Elementary,2430055,40.4,0.0,15.0,0.0
1325,Quincy - Francis W Parker,2430075,20.7,2.3,15.0,0.09999999999999999
1326,Quincy - Lincoln-Hancock Community School,2430035,30.6,1.6,15.0,0.049689440993788817
1327,Quincy - Merrymount,2430060,20.0,2.3,15.0,0.10313901345291479
1328,Quincy - Montclair,2430065,25.4,1.8,15.0,0.0661764705882353
1329,Quincy - North Quincy High,2430510,43.1,36.7,15.0,0.45989974937343353
1330,Quincy - Point Webster Middle,2430325,19.0,6.3,15.0,0.24901185770750986
1331,Quincy - Quincy High,2430505,60.0,44.2,15.0,0.42418426103646834
1332,Quincy - Reay E Sterling Middle,2430320,14.4,3.8,15.0,0.2087912087912088
1333,Quincy - Snug Harbor Community School,2430090,28.5,2.3,15.0,0.07467532467532467
1334,Quincy - Squantum,2430095,22.0,2.7,15.0,0.10931174089068826
1335,Quincy - Wollaston School,2430110,23.0,1.2,15.0,0.049586776859504134
1339,Randolph - Elizabeth G Lyons Elementary,2440020,7.5,4.0,15.0,0.34782608695652173
1340,Randolph - J F Kennedy Elementary,2440018,20.2,1.0,15.0,0.04716981132075472
1341,Randolph - Margaret L Donovan,2440015,23.6,1.2,15.0,0.04838709677419355
1342,Randolph - Martin E Young Elementary,2440040,10.9,3.0,15.0,0.2158273381294964
1343,Randolph - Randolph Community Middle,2440410,33.3,14.8,15.0,0.30769230769230776
1344,Randolph - Randolph High,2440505,33.4,21.9,15.0,0.3960216998191682
1351,Reading - Reading Memorial High,2460505,50.8,24.5,15.0,0.3253652058432935
1360,Revere - Revere High,2480505,66.8,43.3,15.0,0.3932788374205268
1367,River Valley Charter - River Valley Charter School,4820050,12.9,3.0,15.0,0.18867924528301885
1373,Rockland - Rockland Senior High,2510505,25.4,12.3,15.0,0.32625994694960214
1375,Rockport - Rockport High,2520510,14.0,11.1,15.0,0.4422310756972111
1387,Salem - Salem High,2580505,64.2,35.7,15.0,0.35735735735735735
1394,Sandwich - Oak Ridge,2610025,26.0,4.2,15.0,0.13907284768211922
1395,Sandwich - Sandwich High,2610505,22.4,12.8,15.0,0.36363636363636365
1398,Saugus - Belmonte Saugus Middle,2620305,27.8,14.9,15.0,0.34894613583138173
1399,Saugus - Douglas Waybright,2620067,9.4,1.0,15.0,0.09615384615384615
1400,Saugus - Lynnhurst,2620040,12.8,0.4,15.0,0.030303030303030304
1401,Saugus - Oaklandvale,2620050,11.9,0.4,15.0,0.03252032520325203
1402,Saugus - Saugus High,2620505,29.5,20.2,15.0,0.4064386317907444
1403,Saugus - Veterans Memorial,2620065,23.8,0.9,15.0,0.03643724696356276
1409,Scituate - Scituate High School,2640505,34.2,24.8,15.0,0.4203389830508475
1414,Seekonk - Seekonk High,2650505,22.6,18.4,15.0,0.448780487804878
1419,Sharon - Sharon High,2660505,51.4,28.1,15.0,0.3534591194968554
1421,Shawsheen Valley Regional Vocational Technical - Shawsheen Valley Vocational Technical High School,8710605,60.3,48.6,15.0,0.4462809917355372
1422,Sherborn - Pine Hill,2690010,23.9,2.0,15.0,0.07722007722007722
1429,Shrewsbury - Shrewsbury Sr High,2710505,82.6,31.5,15.0,0.27607361963190186
1434,Silver Lake - Silver Lake Regional High,7600505,49.9,26.7,15.0,0.34856396866840733
1441,Somerville - Albert F. Argenziano School at Lincoln Park,2740087,31.0,3.5,15.0,0.10144927536231885
1442,Somerville - Arthur D Healey,2740075,25.3,6.4,15.0,0.20189274447949526
1443,Somerville - Benjamin G Brown,2740015,14.3,3.3,15.0,0.18749999999999997
1445,Somerville - E Somerville Community,2740111,31.7,11.1,15.0,0.25934579439252337
1447,Somerville - John F Kennedy,2740083,25.6,9.6,15.0,0.2727272727272727
1449,Somerville - Somerville High,2740505,58.4,39.1,15.0,0.40102564102564103
1450,Somerville - West Somerville Neighborhood,2740115,18.0,5.8,15.0,0.24369747899159663
1451,Somerville - Winter Hill Community,2740120,26.1,5.5,15.0,0.1740506329113924
1456,South Middlesex Regional Vocational Technical - Joseph P Keefe Technical High School,8290605,37.0,37.9,15.0,0.5060080106809078
1458,South Shore Regional Vocational Technical - So Shore Vocational Technical High,8730605,25.2,28.6,15.0,0.5315985130111525
1459,Southampton - William E Norris,2750005,22.3,5.0,15.0,0.18315018315018314
1463,Southborough - P Brent Trottier,2760305,24.4,10.0,15.0,0.29069767441860467
1468,Southeastern Regional Vocational Technical - Southeastern Regional Vocational Technical,8720605,45.5,46.6,15.0,0.505971769815418
1474,Southern Worcester County Regional Vocational Technical - Bay Path Regional Vocational Technical High School,8760605,50.6,57.2,15.0,0.5306122448979591
1477,Southwick-Tolland-Granville Regional School District - Southwick-Tolland Regional High,7660505,26.5,16.2,15.0,0.3793911007025761
1479,Spencer-E Brookfield - David Prouty High,7670505,16.5,12.8,15.0,0.43686006825938567
1480,Spencer-E Brookfield - East Brookfield Elementary,7670008,10.0,1.0,15.0,0.09090909090909091
1481,Spencer-E Brookfield - Knox Trail Junior High,7670415,19.0,7.0,15.0,0.2692307692307692
1483,Spencer-E Brookfield - Wire Village School,7670040,21.0,0.0,15.0,0.0
1505,Springfield - High School Of Commerce,2810510,45.8,35.1,15.0,0.4338689740420272
1523,Springfield - Roger L. Putnam Vocational Technical Academy,2810620,53.6,67.0,15.0,0.5555555555555556
1527,Springfield - Springfield Central High,2810500,68.0,59.2,15.0,0.46540880503144655
1529,Springfield - Springfield High School of Science and Technology,2810530,52.0,43.1,15.0,0.4532071503680337
1545,Stoneham - Stoneham High,2840505,36.9,12.8,15.0,0.2575452716297787
1552,Stoughton - Stoughton High,2850505,51.5,32.9,15.0,0.3898104265402843
1555,Sturgis Charter Public - Sturgis Charter Public School,4890505,50.0,34.0,15.0,0.40476190476190477
1564,Sutton - Sutton High School,2900510,15.4,11.1,15.0,0.41886792452830185
1569,Swampscott - Swampscott High,2910505,30.2,19.6,15.0,0.3935742971887551
1573,Swansea - Joseph Case High,2920505,16.3,27.6,15.0,0.6287015945330295
1579,Tantasqua - Tantasqua Regional Sr High,7700505,39.4,38.9,15.0,0.49680715197956576
1580,Tantasqua - Tantasqua Regional Vocational,7700605,3.9,9.5,15.0,0.708955223880597
1600,Tewksbury - Tewksbury Memorial High,2950505,36.7,27.5,15.0,0.42834890965732086
1605,Tri County Regional Vocational Technical - Tri County Regional Vocational Technical,8780605,43.5,37.8,15.0,0.46494464944649444
1609,Triton - Triton Regional High School,7730505,31.3,26.5,15.0,0.45847750865051906
1613,Tyngsborough - Tyngsborough High School,3010505,21.1,13.5,15.0,0.3901734104046243
1619,Upper Cape Cod Regional Vocational Technical - Upper Cape Cod Vocational Technical,8790605,14.3,30.3,15.0,0.679372197309417
1620,Uxbridge - McCloskey Middle School,3040015,15.0,8.5,15.0,0.3617021276595745
1622,Uxbridge - Uxbridge High,3040505,16.3,9.6,15.0,0.37065637065637064
1625,Wachusett - Central Tree Middle,7750310,14.4,10.0,15.0,0.4098360655737705
1626,Wachusett - Chocksett Middle School,7750315,19.3,4.5,15.0,0.18907563025210083
1627,Wachusett - Davis Hill Elementary,7750018,20.9,3.9,15.0,0.15725806451612906
1628,Wachusett - Dawson,7750020,22.0,1.0,15.0,0.043478260869565216
1630,Wachusett - Glenwood Elementary School,7750060,14.8,3.0,15.0,0.16853932584269662
1631,Wachusett - Houghton Elementary,7750027,18.4,1.0,15.0,0.051546391752577324
1632,Wachusett - Leroy E.Mayo,7750032,24.0,3.0,15.0,0.1111111111111111
1633,Wachusett - Mountview Middle,7750305,30.1,9.7,15.0,0.24371859296482412
1635,Wachusett - Paxton Center,7750040,23.0,6.0,15.0,0.20689655172413793
1636,Wachusett - Thomas Prince,7750045,18.0,5.0,15.0,0.21739130434782608
1637,Wachusett - Wachusett Regional High,7750505,76.4,43.7,15.0,0.3638634471273938
1642,Wakefield - Wakefield Memorial High,3050505,37.3,31.8,15.0,0.46020260492040527
1653,Walpole - Walpole High,3070505,45.0,27.8,15.0,0.3818681318681319
1661,Waltham - Waltham Sr High,3080505,64.5,61.7,15.0,0.48890649762282096
1667,Wareham - Minot Forest,3100017,28.3,2.8,15.0,0.090032154340836
1669,Wareham - Wareham Middle,3100305,32.2,9.1,15.0,0.22033898305084743
1670,Wareham - Wareham Senior High,3100505,29.6,18.5,15.0,0.3846153846153846
1675,Watertown - Watertown High,3140505,23.9,26.2,15.0,0.5229540918163673
1680,Wayland - Wayland High School,3150505,39.8,20.4,15.0,0.3388704318936877
1685,Wellesley - Ernest F Upham,3170050,13.1,0.0,15.0,0.0
1686,Wellesley - Hunnewell,3170025,16.5,0.0,15.0,0.0
1687,Wellesley - John D Hardy,3170020,14.9,2.8,15.0,0.1581920903954802
1688,Wellesley - Joseph E Fiske,3170015,26.6,0.0,15.0,0.0
1689,Wellesley - Katharine Lee Bates,3170005,19.1,0.0,15.0,0.0
1690,Wellesley - Schofield,3170045,19.8,1.9,15.0,0.08755760368663594
1691,Wellesley - Sprague Elementary School,3170048,16.9,3.0,15.0,0.15075376884422112
1692,Wellesley - Wellesley Middle,3170305,65.8,20.8,15.0,0.2401847575057737
1693,Wellesley - Wellesley Sr High,3170505,61.9,42.7,15.0,0.4082217973231358
1709,West Springfield - West Springfield High,3320505,49.0,39.1,15.0,0.4438138479001136
1716,Westborough - Westborough High,3210505,49.1,29.1,15.0,0.3721227621483376
1717,Westfield - Abner Gibbs,3250020,12.1,2.0,15.0,0.14184397163120568
1719,Westfield - Franklin Ave,3250015,13.1,1.3,15.0,0.09027777777777778
1720,Westfield - Highland,3250025,24.1,2.0,15.0,0.07662835249042145
1722,Westfield - Munger Hill,3250033,22.1,0.5,15.0,0.022123893805309734
1723,Westfield - North Middle School,3250305,38.6,12.0,15.0,0.23715415019762845
1724,Westfield - Paper Mill,3250036,26.3,1.0,15.0,0.03663003663003663
1725,Westfield - South Middle School,3250310,31.7,10.6,15.0,0.2505910165484634
1726,Westfield - Southampton Road,3250040,25.1,1.0,15.0,0.038314176245210725
1727,Westfield - Westfield High,3250505,57.5,31.8,15.0,0.3561030235162374
1728,Westfield - Westfield Vocational Technical High,3250605,26.9,25.0,15.0,0.4816955684007707
1738,Westford - Westford Academy,3260505,55.4,46.7,15.0,0.45739471106758084
1742,Weston - Weston High,3300505,39.9,25.3,15.0,0.3880368098159509
1747,Westport - Westport High,3310505,18.6,12.8,15.0,0.40764331210191085
1754,Westwood - Westwood High,3350505,46.8,24.4,15.0,0.3426966292134832
1767,Weymouth - Weymouth High School,3360505,73.3,58.2,15.0,0.4425855513307985
1775,Whitman-Hanson - Whitman Hanson Regional,7800505,38.8,22.8,15.0,0.3701298701298702
1777,Whittier Regional Vocational Technical - Whittier Regional Vocational,8850605,36.7,40.8,15.0,0.5264516129032257
1781,Wilmington - North Intermediate,3420060,17.0,0.8,15.0,0.0449438202247191
1783,Wilmington - West Intermediate,3420080,17.4,1.0,15.0,0.05434782608695653
1785,Wilmington - Wilmington High,3420505,47.4,24.8,15.0,0.34349030470914127
1786,Wilmington - Wilmington Middle School,3420330,46.7,16.4,15.0,0.25990491283676703
1793,Winchester - Ambrose Elementary,3440045,24.6,0.0,15.0,0.0
1794,Winchester - Lincoln Elementary,3440005,22.7,1.0,15.0,0.04219409282700422
1795,Winchester - Lynch Elementary,3440020,27.9,1.0,15.0,0.03460207612456748
1796,Winchester - McCall Middle,3440305,42.7,18.2,15.0,0.29885057471264365
1797,Winchester - Muraco Elementary,3440040,22.9,0.8,15.0,0.03375527426160338
1798,Winchester - Vinson-Owen Elementary,3440025,20.7,2.0,15.0,0.0881057268722467
1799,Winchester - Winchester High School,3440505,44.2,29.2,15.0,0.39782016348773835
1812,Woburn - Woburn High,3470505,49.5,43.8,15.0,0.46945337620578775
1816,Worcester - Burncoat Senior High,3480503,45.5,28.7,15.0,0.38679245283018865
1817,Worcester - Burncoat Street,3480035,11.1,0.0,15.0,0.0
1818,Worcester - Canterbury,3480045,17.2,1.0,15.0,0.054945054945054944
1819,Worcester - Chandler Elementary Community,3480050,15.3,4.1,15.0,0.211340206185567
1825,Worcester - Doherty Memorial High,3480512,48.6,44.6,15.0,0.47854077253218885
1827,Worcester - Flagg Street,3480090,16.1,2.0,15.0,0.11049723756906077
1834,Worcester - Heard Street,3480136,13.2,1.0,15.0,0.07042253521126761
