,school_name,school_code,subject,count,CPI,year
1204,Greater Fall River Regional Vocational Technical - Diman Reg Voc Tech High,8210605,ENGLISH LANGUAGE ARTS,144,0.932,9.0
1205,Greater Fall River Regional Vocational Technical - Diman Reg Voc Tech High,8210605,MATHEMATICS,144,0.878,9.0
1206,Greater Lawrence Regional Vocational Technical - Gr Lawrence Reg Voc Tech,8230605,ENGLISH LANGUAGE ARTS,127,0.8290000000000001,9.0
1207,Greater Lawrence Regional Vocational Technical - Gr Lawrence Reg Voc Tech,8230605,MATHEMATICS,129,0.6940000000000001,9.0
1208,Greater Lowell Regional Vocational Technical - Gr Lowell Reg Voc Tech,8280605,ENGLISH LANGUAGE ARTS,229,0.8809999999999999,9.0
1209,Greater Lowell Regional Vocational Technical - Gr Lowell Reg Voc Tech,8280605,MATHEMATICS,229,0.8190000000000001,9.0
1210,Greater New Bedford Regional Vocational Technical - Gr New Bedford Voc Tech,8250605,ENGLISH LANGUAGE ARTS,257,0.946,9.0
1211,Greater New Bedford Regional Vocational Technical - Gr New Bedford Voc Tech,8250605,MATHEMATICS,259,0.823,9.0
1224,Groton-Dunstable - Groton Dunstable Regional,6730505,ENGLISH LANGUAGE ARTS,97,0.997,9.0
1225,Groton-Dunstable - Groton Dunstable Regional,6730505,MATHEMATICS,97,0.995,9.0
1228,Hadley - Hadley Elem,1170015,ENGLISH LANGUAGE ARTS,90,0.925,9.0
1229,Hadley - Hadley Elem,1170015,MATHEMATICS,90,0.836,9.0
1230,Hadley - Hopkins Academy,1170505,ENGLISH LANGUAGE ARTS,75,0.98,9.0
1231,Hadley - Hopkins Academy,1170505,MATHEMATICS,74,0.861,9.0
1232,Halifax - Halifax Elementary,1180005,ENGLISH LANGUAGE ARTS,199,0.9009999999999999,9.0
1233,Halifax - Halifax Elementary,1180005,MATHEMATICS,200,0.846,9.0
1238,Hamilton-Wenham - Hamilton-Wenham Reg High,6750505,ENGLISH LANGUAGE ARTS,90,0.992,9.0
1239,Hamilton-Wenham - Hamilton-Wenham Reg High,6750505,MATHEMATICS,91,0.973,9.0
1244,Hampden-Wilbraham - Green Meadows Elem,6800005,ENGLISH LANGUAGE ARTS,70,0.875,9.0
1245,Hampden-Wilbraham - Green Meadows Elem,6800005,MATHEMATICS,70,0.836,9.0
1248,Hampden-Wilbraham - Minnechaug Reg High,6800505,ENGLISH LANGUAGE ARTS,137,0.9840000000000001,9.0
1249,Hampden-Wilbraham - Minnechaug Reg High,6800505,MATHEMATICS,139,0.9420000000000001,9.0
1250,Hampden-Wilbraham - Soule Road,6800030,ENGLISH LANGUAGE ARTS,155,0.905,9.0
1251,Hampden-Wilbraham - Soule Road,6800030,MATHEMATICS,155,0.847,9.0
1254,Hampden-Wilbraham - Thornton Burgess,6800305,ENGLISH LANGUAGE ARTS,146,0.9570000000000001,9.0
1255,Hampden-Wilbraham - Thornton Burgess,6800305,MATHEMATICS,145,0.8140000000000001,9.0
1256,Hampden-Wilbraham - Wilbraham Middle,6800310,ENGLISH LANGUAGE ARTS,207,0.972,9.0
1257,Hampden-Wilbraham - Wilbraham Middle,6800310,MATHEMATICS,206,0.88,9.0
1258,Hampshire - Hampshire Reg High,6830505,ENGLISH LANGUAGE ARTS,241,0.953,9.0
1259,Hampshire - Hampshire Reg High,6830505,MATHEMATICS,242,0.8190000000000001,9.0
1262,Hanover - Hanover High,1220505,ENGLISH LANGUAGE ARTS,83,0.982,9.0
1263,Hanover - Hanover High,1220505,MATHEMATICS,83,0.919,9.0
1268,Harvard - Bromfield,1250505,ENGLISH LANGUAGE ARTS,243,0.9790000000000001,9.0
1269,Harvard - Bromfield,1250505,MATHEMATICS,243,0.9329999999999999,9.0
1270,Harvard - Harvard Elementary,1250005,ENGLISH LANGUAGE ARTS,127,0.943,9.0
1271,Harvard - Harvard Elementary,1250005,MATHEMATICS,127,0.892,9.0
1292,Haverhill - Haverhill High,1280505,ENGLISH LANGUAGE ARTS,193,0.9390000000000001,9.0
1293,Haverhill - Haverhill High,1280505,MATHEMATICS,189,0.873,9.0
1302,Health Careers Academy Charter (District) - Health Careers Academy Charter School,4520505,ENGLISH LANGUAGE ARTS,36,0.965,9.0
1303,Health Careers Academy Charter (District) - Health Careers Academy Charter School,4520505,MATHEMATICS,36,0.875,9.0
1306,Hilltown Cooperative Charter  Public (District) - Hilltown Cooperative Charter Public School,4500105,ENGLISH LANGUAGE ARTS,47,0.968,9.0
1307,Hilltown Cooperative Charter  Public (District) - Hilltown Cooperative Charter Public School,4500105,MATHEMATICS,47,0.878,9.0
1308,Hingham - Hingham High,1310505,ENGLISH LANGUAGE ARTS,126,1.0,9.0
1309,Hingham - Hingham High,1310505,MATHEMATICS,126,0.97,9.0
1310,Hingham - Hingham Middle School,1310410,ENGLISH LANGUAGE ARTS,422,0.982,9.0
1311,Hingham - Hingham Middle School,1310410,MATHEMATICS,424,0.8740000000000001,9.0
1312,Hingham - Plymouth River,1310019,ENGLISH LANGUAGE ARTS,178,0.9420000000000001,9.0
1313,Hingham - Plymouth River,1310019,MATHEMATICS,178,0.919,9.0
1314,Hingham - South Elem,1310020,ENGLISH LANGUAGE ARTS,132,0.938,9.0
1315,Hingham - South Elem,1310020,MATHEMATICS,132,0.907,9.0
1316,Hingham - Wm L Foster Elem,1310010,ENGLISH LANGUAGE ARTS,152,0.914,9.0
1317,Hingham - Wm L Foster Elem,1310010,MATHEMATICS,152,0.895,9.0
1326,Holliston - Holliston High,1360505,ENGLISH LANGUAGE ARTS,81,0.985,9.0
1327,Holliston - Holliston High,1360505,MATHEMATICS,78,0.99,9.0
1328,Holliston - Miller School,1360007,ENGLISH LANGUAGE ARTS,322,0.925,9.0
1329,Holliston - Miller School,1360007,MATHEMATICS,322,0.871,9.0
1330,Holliston - Robert H. Adams Middle School,1360305,ENGLISH LANGUAGE ARTS,313,0.9640000000000001,9.0
1331,Holliston - Robert H. Adams Middle School,1360305,MATHEMATICS,315,0.882,9.0
1334,Holyoke - Holyoke High,1370505,ENGLISH LANGUAGE ARTS,120,0.898,9.0
1335,Holyoke - Holyoke High,1370505,MATHEMATICS,121,0.785,9.0
1348,Holyoke - Wm J Dean Voc Tech High,1370605,ENGLISH LANGUAGE ARTS,55,0.618,9.0
1349,Holyoke - Wm J Dean Voc Tech High,1370605,MATHEMATICS,59,0.589,9.0
1352,Hopedale - Hopedale Jr Sr High,1380505,ENGLISH LANGUAGE ARTS,138,0.9440000000000001,9.0
1353,Hopedale - Hopedale Jr Sr High,1380505,MATHEMATICS,137,0.8009999999999999,9.0
1354,Hopedale - Memorial,1380010,ENGLISH LANGUAGE ARTS,181,0.9229999999999999,9.0
1355,Hopedale - Memorial,1380010,MATHEMATICS,181,0.8690000000000001,9.0
1358,Hopkinton - Hopkins Elementary School,1390015,ENGLISH LANGUAGE ARTS,274,0.9590000000000001,9.0
1359,Hopkinton - Hopkins Elementary School,1390015,MATHEMATICS,274,0.8859999999999999,9.0
1360,Hopkinton - Hopkinton High,1390505,ENGLISH LANGUAGE ARTS,118,1.0,9.0
1361,Hopkinton - Hopkinton High,1390505,MATHEMATICS,118,0.9890000000000001,9.0
1362,Hopkinton - Hopkinton Middle School,1390305,ENGLISH LANGUAGE ARTS,418,0.971,9.0
1363,Hopkinton - Hopkinton Middle School,1390305,MATHEMATICS,418,0.883,9.0
1364,Hudson - C A Farley,1410030,ENGLISH LANGUAGE ARTS,153,0.8320000000000001,9.0
1365,Hudson - C A Farley,1410030,MATHEMATICS,153,0.758,9.0
1366,Hudson - Forest Avenue Elementary,1410015,ENGLISH LANGUAGE ARTS,98,0.878,9.0
1367,Hudson - Forest Avenue Elementary,1410015,MATHEMATICS,98,0.768,9.0
1368,Hudson - Hudson High,1410505,ENGLISH LANGUAGE ARTS,226,0.9520000000000001,9.0
1369,Hudson - Hudson High,1410505,MATHEMATICS,226,0.7909999999999999,9.0
1370,Hudson - John F Kennedy,1410410,ENGLISH LANGUAGE ARTS,205,0.934,9.0
1371,Hudson - John F Kennedy,1410410,MATHEMATICS,205,0.785,9.0
1372,Hudson - Mulready Elementary,1410007,ENGLISH LANGUAGE ARTS,70,0.879,9.0
1373,Hudson - Mulready Elementary,1410007,MATHEMATICS,70,0.804,9.0
1374,Hull - Hull High,1420505,ENGLISH LANGUAGE ARTS,40,0.9940000000000001,9.0
1375,Hull - Hull High,1420505,MATHEMATICS,40,0.981,9.0
1382,Ipswich - Ipswich High,1440505,ENGLISH LANGUAGE ARTS,88,0.9890000000000001,9.0
1383,Ipswich - Ipswich High,1440505,MATHEMATICS,87,0.966,9.0
1384,Ipswich - Ipswich Middle School                             ,1440305,ENGLISH LANGUAGE ARTS,250,0.985,9.0
1385,Ipswich - Ipswich Middle School                             ,1440305,MATHEMATICS,249,0.9059999999999999,9.0
1386,Ipswich - Paul F Doyon Memorial,1440007,ENGLISH LANGUAGE ARTS,121,0.9420000000000001,9.0
1387,Ipswich - Paul F Doyon Memorial,1440007,MATHEMATICS,121,0.884,9.0
1388,Ipswich - Winthrop,1440015,ENGLISH LANGUAGE ARTS,108,0.8540000000000001,9.0
1389,Ipswich - Winthrop,1440015,MATHEMATICS,109,0.812,9.0
1394,King Philip - King Philip Reg High,6900505,ENGLISH LANGUAGE ARTS,163,0.988,9.0
1395,King Philip - King Philip Reg High,6900505,MATHEMATICS,163,0.956,9.0
1410,Lawrence - Business Management & Finance High School,1490530,ENGLISH LANGUAGE ARTS,31,0.879,9.0
1411,Lawrence - Business Management & Finance High School,1490530,MATHEMATICS,31,0.718,9.0
1424,Lawrence - Health & Human Services High School,1490531,ENGLISH LANGUAGE ARTS,66,0.871,9.0
1425,Lawrence - Health & Human Services High School,1490531,MATHEMATICS,63,0.611,9.0
1428,Lawrence - Humanities & Leadership Development High School,1490532,ENGLISH LANGUAGE ARTS,56,0.871,9.0
1429,Lawrence - Humanities & Leadership Development High School,1490532,MATHEMATICS,57,0.675,9.0
1430,Lawrence - International High School,1490534,ENGLISH LANGUAGE ARTS,58,0.513,9.0
1431,Lawrence - International High School,1490534,MATHEMATICS,54,0.426,9.0
1436,"Lawrence - Math, Science & Technology High School",1490533,ENGLISH LANGUAGE ARTS,31,0.863,9.0
1437,"Lawrence - Math, Science & Technology High School",1490533,MATHEMATICS,31,0.8390000000000001,9.0
1440,Lawrence - Performing & Fine Arts High School,1490535,ENGLISH LANGUAGE ARTS,46,0.8320000000000001,9.0
1441,Lawrence - Performing & Fine Arts High School,1490535,MATHEMATICS,47,0.649,9.0
1450,Lawrence Family Development Charter (District) - Lawrence Family Development Charter School,4540205,ENGLISH LANGUAGE ARTS,119,0.8420000000000001,9.0
1451,Lawrence Family Development Charter (District) - Lawrence Family Development Charter School,4540205,MATHEMATICS,179,0.718,9.0
1452,Lee - Lee Elementary,1500025,ENGLISH LANGUAGE ARTS,117,0.868,9.0
1453,Lee - Lee Elementary,1500025,MATHEMATICS,117,0.8059999999999999,9.0
1454,Lee - Lee Middle/High School,1500505,ENGLISH LANGUAGE ARTS,104,0.9229999999999999,9.0
1455,Lee - Lee Middle/High School,1500505,MATHEMATICS,104,0.757,9.0
1456,Leicester - Leicester High,1510505,ENGLISH LANGUAGE ARTS,68,0.938,9.0
1457,Leicester - Leicester High,1510505,MATHEMATICS,68,0.893,9.0
1462,Lenox - Lenox Memorial High,1520505,ENGLISH LANGUAGE ARTS,128,0.955,9.0
1463,Lenox - Lenox Memorial High,1520505,MATHEMATICS,128,0.805,9.0
1464,Lenox - Morris,1520015,ENGLISH LANGUAGE ARTS,85,0.897,9.0
1465,Lenox - Morris,1520015,MATHEMATICS,86,0.8170000000000001,9.0
1472,Leominster - Leominster Senior High,1530505,ENGLISH LANGUAGE ARTS,163,0.9109999999999999,9.0
1473,Leominster - Leominster Senior High,1530505,MATHEMATICS,164,0.813,9.0
1484,Lexington - Bowman,1550008,ENGLISH LANGUAGE ARTS,113,0.925,9.0
1485,Lexington - Bowman,1550008,MATHEMATICS,113,0.8959999999999999,9.0
1486,Lexington - Bridge,1550006,ENGLISH LANGUAGE ARTS,112,0.9690000000000001,9.0
1487,Lexington - Bridge,1550006,MATHEMATICS,112,0.9490000000000001,9.0
1488,Lexington - Fiske,1550015,ENGLISH LANGUAGE ARTS,104,0.966,9.0
1489,Lexington - Fiske,1550015,MATHEMATICS,105,0.94,9.0
1490,Lexington - Harrington,1550030,ENGLISH LANGUAGE ARTS,96,0.9009999999999999,9.0
1491,Lexington - Harrington,1550030,MATHEMATICS,96,0.883,9.0
1492,Lexington - Jonas Clarke Middle,1550305,ENGLISH LANGUAGE ARTS,362,0.9740000000000001,9.0
1493,Lexington - Jonas Clarke Middle,1550305,MATHEMATICS,361,0.93,9.0
1494,Lexington - Joseph Estabrook,1550010,ENGLISH LANGUAGE ARTS,128,0.953,9.0
1495,Lexington - Joseph Estabrook,1550010,MATHEMATICS,129,0.95,9.0
1496,Lexington - Lexington High,1550505,ENGLISH LANGUAGE ARTS,250,0.9940000000000001,9.0
1497,Lexington - Lexington High,1550505,MATHEMATICS,249,0.9890000000000001,9.0
1498,Lexington - Maria Hastings,1550035,ENGLISH LANGUAGE ARTS,130,0.96,9.0
1499,Lexington - Maria Hastings,1550035,MATHEMATICS,130,0.925,9.0
1500,Lexington - Wm Diamond Middle,1550310,ENGLISH LANGUAGE ARTS,353,0.988,9.0
1501,Lexington - Wm Diamond Middle,1550310,MATHEMATICS,352,0.929,9.0
1502,Lincoln - Hanscom Middle,1570305,ENGLISH LANGUAGE ARTS,108,0.9,9.0
1503,Lincoln - Hanscom Middle,1570305,MATHEMATICS,108,0.743,9.0
1506,Lincoln - Lincoln School,1570025,ENGLISH LANGUAGE ARTS,236,0.9179999999999999,9.0
1507,Lincoln - Lincoln School,1570025,MATHEMATICS,235,0.848,9.0
1508,Lincoln-Sudbury - Lincoln-Sudbury Reg High,6950505,ENGLISH LANGUAGE ARTS,200,0.985,9.0
1509,Lincoln-Sudbury - Lincoln-Sudbury Reg High,6950505,MATHEMATICS,198,0.972,9.0
1510,Littleton - Littleton High School,1580505,ENGLISH LANGUAGE ARTS,56,0.987,9.0
1511,Littleton - Littleton High School,1580505,MATHEMATICS,56,0.978,9.0
1512,Littleton - Littleton Middle School,1580305,ENGLISH LANGUAGE ARTS,188,0.968,9.0
1513,Littleton - Littleton Middle School,1580305,MATHEMATICS,187,0.8340000000000001,9.0
1514,Littleton - Russell St Elementary,1580015,ENGLISH LANGUAGE ARTS,198,0.905,9.0
1515,Littleton - Russell St Elementary,1580015,MATHEMATICS,198,0.85,9.0
1516,Longmeadow - Blueberry Hill,1590005,ENGLISH LANGUAGE ARTS,111,0.9279999999999999,9.0
1517,Longmeadow - Blueberry Hill,1590005,MATHEMATICS,111,0.8759999999999999,9.0
1518,Longmeadow - Center,1590010,ENGLISH LANGUAGE ARTS,113,0.956,9.0
1519,Longmeadow - Center,1590010,MATHEMATICS,112,0.9059999999999999,9.0
1520,Longmeadow - Glenbrook Middle,1590017,ENGLISH LANGUAGE ARTS,168,0.976,9.0
1521,Longmeadow - Glenbrook Middle,1590017,MATHEMATICS,168,0.905,9.0
1522,Longmeadow - Longmeadow High,1590505,ENGLISH LANGUAGE ARTS,112,0.98,9.0
1523,Longmeadow - Longmeadow High,1590505,MATHEMATICS,111,0.9620000000000001,9.0
1524,Longmeadow - Williams Middle,1590305,ENGLISH LANGUAGE ARTS,161,0.9890000000000001,9.0
1525,Longmeadow - Williams Middle,1590305,MATHEMATICS,161,0.932,9.0
1526,Longmeadow - Wolf Swamp Road,1590025,ENGLISH LANGUAGE ARTS,115,0.902,9.0
1527,Longmeadow - Wolf Swamp Road,1590025,MATHEMATICS,115,0.828,9.0
1558,Lowell - Lowell High,1600505,ENGLISH LANGUAGE ARTS,355,0.889,9.0
1559,Lowell - Lowell High,1600505,MATHEMATICS,364,0.828,9.0
1580,Ludlow - Ludlow Senior High,1610505,ENGLISH LANGUAGE ARTS,119,0.912,9.0
1581,Ludlow - Ludlow Senior High,1610505,MATHEMATICS,118,0.816,9.0
1586,Lunenburg - Lunenburg High,1620505,ENGLISH LANGUAGE ARTS,65,0.985,9.0
1587,Lunenburg - Lunenburg High,1620505,MATHEMATICS,65,0.9620000000000001,9.0
1590,Lunenburg - Turkey Hill Middle,1620020,ENGLISH LANGUAGE ARTS,197,0.975,9.0
1591,Lunenburg - Turkey Hill Middle,1620020,MATHEMATICS,197,0.86,9.0
1602,Lynn - Classical High,1630505,ENGLISH LANGUAGE ARTS,140,0.873,9.0
1603,Lynn - Classical High,1630505,MATHEMATICS,138,0.812,9.0
1618,Lynn - Lynn English High,1630510,ENGLISH LANGUAGE ARTS,190,0.92,9.0
1619,Lynn - Lynn English High,1630510,MATHEMATICS,187,0.897,9.0
1636,Lynnfield - Huckleberry Hill,1640010,ENGLISH LANGUAGE ARTS,91,0.9640000000000001,9.0
1637,Lynnfield - Huckleberry Hill,1640010,MATHEMATICS,91,0.937,9.0
1638,Lynnfield - Lynnfield High,1640505,ENGLISH LANGUAGE ARTS,88,0.9940000000000001,9.0
1639,Lynnfield - Lynnfield High,1640505,MATHEMATICS,89,0.983,9.0
1640,Lynnfield - Lynnfield Middle School,1640405,ENGLISH LANGUAGE ARTS,352,0.9470000000000001,9.0
1641,Lynnfield - Lynnfield Middle School,1640405,MATHEMATICS,352,0.845,9.0
1642,Lynnfield - Summer Street,1640020,ENGLISH LANGUAGE ARTS,97,0.9590000000000001,9.0
1643,Lynnfield - Summer Street,1640020,MATHEMATICS,97,0.9540000000000001,9.0
1654,Malden - Malden High,1650505,ENGLISH LANGUAGE ARTS,181,0.9420000000000001,9.0
1655,Malden - Malden High,1650505,MATHEMATICS,180,0.8740000000000001,9.0
1658,Manchester Essex Regional - Essex Elementary,6980020,ENGLISH LANGUAGE ARTS,83,0.91,9.0
1659,Manchester Essex Regional - Essex Elementary,6980020,MATHEMATICS,83,0.867,9.0
1660,Manchester Essex Regional - Manchester Essex Regional High School,6980510,ENGLISH LANGUAGE ARTS,56,0.987,9.0
1661,Manchester Essex Regional - Manchester Essex Regional High School,6980510,MATHEMATICS,56,0.987,9.0
1662,Manchester Essex Regional - Manchester Essex Regional Middle School,6980030,ENGLISH LANGUAGE ARTS,110,0.977,9.0
1663,Manchester Essex Regional - Manchester Essex Regional Middle School,6980030,MATHEMATICS,110,0.8859999999999999,9.0
1664,Manchester Essex Regional - Manchester Memorial Elementary,6980010,ENGLISH LANGUAGE ARTS,127,0.9670000000000001,9.0
1665,Manchester Essex Regional - Manchester Memorial Elementary,6980010,MATHEMATICS,127,0.929,9.0
1670,Mansfield - Mansfield High,1670505,ENGLISH LANGUAGE ARTS,163,0.995,9.0
1671,Mansfield - Mansfield High,1670505,MATHEMATICS,162,0.966,9.0
1678,Marblehead - Marblehead High,1680505,ENGLISH LANGUAGE ARTS,140,0.9890000000000001,9.0
1679,Marblehead - Marblehead High,1680505,MATHEMATICS,140,0.9790000000000001,9.0
1684,Marblehead Community Charter Public (District) - Marblehead Community Charter Public School,4640305,ENGLISH LANGUAGE ARTS,92,0.935,9.0
1685,Marblehead Community Charter Public (District) - Marblehead Community Charter Public School,4640305,MATHEMATICS,92,0.7829999999999999,9.0
1692,Marlborough - Marlborough High,1700505,ENGLISH LANGUAGE ARTS,322,0.914,9.0
1693,Marlborough - Marlborough High,1700505,MATHEMATICS,321,0.813,9.0
1698,Marshfield - Daniel Webster,1710015,ENGLISH LANGUAGE ARTS,88,0.932,9.0
1699,Marshfield - Daniel Webster,1710015,MATHEMATICS,88,0.878,9.0
1700,Marshfield - Eames Way School,1710005,ENGLISH LANGUAGE ARTS,96,0.951,9.0
1701,Marshfield - Eames Way School,1710005,MATHEMATICS,96,0.8959999999999999,9.0
1702,Marshfield - Furnace Brook Middle,1710310,ENGLISH LANGUAGE ARTS,537,0.963,9.0
1703,Marshfield - Furnace Brook Middle,1710310,MATHEMATICS,541,0.835,9.0
1704,Marshfield - Gov Edward Winslow,1710020,ENGLISH LANGUAGE ARTS,114,0.89,9.0
1705,Marshfield - Gov Edward Winslow,1710020,MATHEMATICS,113,0.805,9.0
1706,Marshfield - Marshfield High,1710505,ENGLISH LANGUAGE ARTS,151,0.975,9.0
1707,Marshfield - Marshfield High,1710505,MATHEMATICS,150,0.912,9.0
1708,Marshfield - Martinson Elementary,1710025,ENGLISH LANGUAGE ARTS,117,0.912,9.0
1709,Marshfield - Martinson Elementary,1710025,MATHEMATICS,116,0.877,9.0
1710,Marshfield - South River,1710010,ENGLISH LANGUAGE ARTS,114,0.941,9.0
1711,Marshfield - South River,1710010,MATHEMATICS,114,0.884,9.0
1716,Marthas Vineyard - Marthas Vineyard Reg High,7000505,ENGLISH LANGUAGE ARTS,88,0.96,9.0
1717,Marthas Vineyard - Marthas Vineyard Reg High,7000505,MATHEMATICS,90,0.9309999999999999,9.0
1722,Masconomet - Masconomet Regional HS,7050505,ENGLISH LANGUAGE ARTS,180,0.988,9.0
1723,Masconomet - Masconomet Regional HS,7050505,MATHEMATICS,179,0.98,9.0
1724,Mashpee - Mashpee High,1720505,ENGLISH LANGUAGE ARTS,52,0.971,9.0
1725,Mashpee - Mashpee High,1720505,MATHEMATICS,53,0.934,9.0
1742,Medfield - Medfield Senior High,1750505,ENGLISH LANGUAGE ARTS,119,0.9940000000000001,9.0
1743,Medfield - Medfield Senior High,1750505,MATHEMATICS,119,0.973,9.0
1764,Medway - Medway High,1770505,ENGLISH LANGUAGE ARTS,106,0.993,9.0
1765,Medway - Medway High,1770505,MATHEMATICS,107,0.9670000000000001,9.0
1766,Medway - Medway Middle,1770305,ENGLISH LANGUAGE ARTS,426,0.955,9.0
1767,Medway - Medway Middle,1770305,MATHEMATICS,426,0.8440000000000001,9.0
1768,Medway - Memorial Elementary,1770015,ENGLISH LANGUAGE ARTS,225,0.9129999999999999,9.0
1769,Medway - Memorial Elementary,1770015,MATHEMATICS,225,0.878,9.0
1776,Melrose - Melrose High,1780505,ENGLISH LANGUAGE ARTS,115,0.996,9.0
1777,Melrose - Melrose High,1780505,MATHEMATICS,115,0.9109999999999999,9.0
1784,Mendon-Upton - Henry P Clough,7100179,ENGLISH LANGUAGE ARTS,84,0.878,9.0
1785,Mendon-Upton - Henry P Clough,7100179,MATHEMATICS,84,0.833,9.0
1786,Mendon-Upton - Memorial School,7100001,ENGLISH LANGUAGE ARTS,127,0.884,9.0
1787,Mendon-Upton - Memorial School,7100001,MATHEMATICS,127,0.848,9.0
1788,Mendon-Upton - Miscoe Hill School,7100015,ENGLISH LANGUAGE ARTS,461,0.956,9.0
1789,Mendon-Upton - Miscoe Hill School,7100015,MATHEMATICS,461,0.821,9.0
1790,Mendon-Upton - Nipmuc Regional High,7100510,ENGLISH LANGUAGE ARTS,97,0.992,9.0
1791,Mendon-Upton - Nipmuc Regional High,7100510,MATHEMATICS,97,0.961,9.0
1792,Methuen - Comprehensive Grammar School,1810050,ENGLISH LANGUAGE ARTS,343,0.863,9.0
1793,Methuen - Comprehensive Grammar School,1810050,MATHEMATICS,344,0.757,9.0
1794,Methuen - Donald P Timony Grammar,1810060,ENGLISH LANGUAGE ARTS,476,0.8340000000000001,9.0
1795,Methuen - Donald P Timony Grammar,1810060,MATHEMATICS,473,0.674,9.0
1796,Methuen - Marsh Grammar School,1810030,ENGLISH LANGUAGE ARTS,428,0.883,9.0
1797,Methuen - Marsh Grammar School,1810030,MATHEMATICS,428,0.789,9.0
1798,Methuen - Methuen High,1810505,ENGLISH LANGUAGE ARTS,213,0.9520000000000001,9.0
1799,Methuen - Methuen High,1810505,MATHEMATICS,210,0.895,9.0
1800,Methuen - Tenney Grammar School,1810055,ENGLISH LANGUAGE ARTS,433,0.853,9.0
1801,Methuen - Tenney Grammar School,1810055,MATHEMATICS,433,0.693,9.0
1806,Middleborough - Middleborough High,1820505,ENGLISH LANGUAGE ARTS,112,0.9420000000000001,9.0
1807,Middleborough - Middleborough High,1820505,MATHEMATICS,111,0.892,9.0
1826,Millis - Clyde F Brown,1870005,ENGLISH LANGUAGE ARTS,114,0.8859999999999999,9.0
1827,Millis - Clyde F Brown,1870005,MATHEMATICS,114,0.8859999999999999,9.0
1828,Millis - Millis High School,1870505,ENGLISH LANGUAGE ARTS,49,0.995,9.0
1829,Millis - Millis High School,1870505,MATHEMATICS,49,0.9690000000000001,9.0
1830,Millis - Millis Middle,1870020,ENGLISH LANGUAGE ARTS,193,0.951,9.0
1831,Millis - Millis Middle,1870020,MATHEMATICS,193,0.7909999999999999,9.0
1840,Milton - Milton High,1890505,ENGLISH LANGUAGE ARTS,130,0.977,9.0
1841,Milton - Milton High,1890505,MATHEMATICS,128,0.938,9.0
1844,Minuteman Regional Vocational Technical - Minuteman Regional High,8300605,ENGLISH LANGUAGE ARTS,51,0.946,9.0
