,school_name,school_code,subject,count,CPI,year
3968,Wachusett - Davis Hill Elementary,7750018,MATHEMATICS,125,0.894,12.0
3970,Wachusett - Dawson,7750020,ENGLISH LANGUAGE ARTS,107,0.981,12.0
3971,Wachusett - Dawson,7750020,MATHEMATICS,108,0.94,12.0
3973,Wachusett - Glenwood Elementary School,7750060,ENGLISH LANGUAGE ARTS,221,0.9279999999999999,12.0
3974,Wachusett - Glenwood Elementary School,7750060,MATHEMATICS,220,0.867,12.0
3976,Wachusett - Houghton Elementary,7750027,ENGLISH LANGUAGE ARTS,87,0.963,12.0
3977,Wachusett - Houghton Elementary,7750027,MATHEMATICS,85,0.915,12.0
3978,Wachusett - Leroy E.Mayo,7750032,ENGLISH LANGUAGE ARTS,135,0.919,12.0
3979,Wachusett - Leroy E.Mayo,7750032,MATHEMATICS,135,0.893,12.0
3981,Wachusett - Mountview Middle,7750305,ENGLISH LANGUAGE ARTS,387,0.973,12.0
3982,Wachusett - Mountview Middle,7750305,MATHEMATICS,386,0.8909999999999999,12.0
3984,Wachusett - Paxton Center,7750040,ENGLISH LANGUAGE ARTS,188,0.941,12.0
3985,Wachusett - Paxton Center,7750040,MATHEMATICS,187,0.889,12.0
3987,Wachusett - Thomas Prince,7750045,ENGLISH LANGUAGE ARTS,134,0.966,12.0
3988,Wachusett - Thomas Prince,7750045,MATHEMATICS,134,0.938,12.0
3990,Wachusett - Wachusett Regional High,7750505,ENGLISH LANGUAGE ARTS,246,0.991,12.0
3991,Wachusett - Wachusett Regional High,7750505,MATHEMATICS,245,0.9690000000000001,12.0
4000,Wakefield - Wakefield Memorial High,3050505,ENGLISH LANGUAGE ARTS,122,0.977,12.0
4001,Wakefield - Wakefield Memorial High,3050505,MATHEMATICS,123,0.953,12.0
4027,Walpole - Walpole High,3070505,ENGLISH LANGUAGE ARTS,144,0.988,12.0
4028,Walpole - Walpole High,3070505,MATHEMATICS,144,0.943,12.0
4051,Waltham - Waltham Sr High,3080505,ENGLISH LANGUAGE ARTS,152,0.972,12.0
4052,Waltham - Waltham Sr High,3080505,MATHEMATICS,152,0.9059999999999999,12.0
4066,Wareham - Minot Forest,3100017,ENGLISH LANGUAGE ARTS,132,0.862,12.0
4067,Wareham - Minot Forest,3100017,MATHEMATICS,133,0.7859999999999999,12.0
4069,Wareham - Wareham Middle,3100305,ENGLISH LANGUAGE ARTS,322,0.9059999999999999,12.0
4070,Wareham - Wareham Middle,3100305,MATHEMATICS,323,0.728,12.0
4072,Wareham - Wareham Senior High,3100505,ENGLISH LANGUAGE ARTS,73,0.997,12.0
4073,Wareham - Wareham Senior High,3100505,MATHEMATICS,74,0.848,12.0
4084,Watertown - Watertown High,3140505,ENGLISH LANGUAGE ARTS,84,0.973,12.0
4085,Watertown - Watertown High,3140505,MATHEMATICS,83,0.9490000000000001,12.0
4096,Wayland - Wayland High School,3150505,ENGLISH LANGUAGE ARTS,94,1.0,12.0
4097,Wayland - Wayland High School,3150505,MATHEMATICS,92,0.978,12.0
4108,Wellesley - Ernest F Upham,3170050,ENGLISH LANGUAGE ARTS,60,0.9540000000000001,12.0
4109,Wellesley - Ernest F Upham,3170050,MATHEMATICS,60,0.9,12.0
4111,Wellesley - Hunnewell,3170025,ENGLISH LANGUAGE ARTS,74,0.97,12.0
4112,Wellesley - Hunnewell,3170025,MATHEMATICS,75,0.91,12.0
4114,Wellesley - John D Hardy,3170020,ENGLISH LANGUAGE ARTS,90,0.953,12.0
4115,Wellesley - John D Hardy,3170020,MATHEMATICS,90,0.867,12.0
4117,Wellesley - Joseph E Fiske,3170015,ENGLISH LANGUAGE ARTS,98,0.9540000000000001,12.0
4118,Wellesley - Joseph E Fiske,3170015,MATHEMATICS,96,0.883,12.0
4120,Wellesley - Katharine Lee Bates,3170005,ENGLISH LANGUAGE ARTS,100,0.98,12.0
4121,Wellesley - Katharine Lee Bates,3170005,MATHEMATICS,100,0.935,12.0
4123,Wellesley - Schofield,3170045,ENGLISH LANGUAGE ARTS,91,0.907,12.0
4124,Wellesley - Schofield,3170045,MATHEMATICS,91,0.8490000000000001,12.0
4126,Wellesley - Sprague Elementary School,3170048,ENGLISH LANGUAGE ARTS,108,0.965,12.0
4127,Wellesley - Sprague Elementary School,3170048,MATHEMATICS,108,0.9309999999999999,12.0
4129,Wellesley - Wellesley Middle,3170305,ENGLISH LANGUAGE ARTS,583,0.973,12.0
4130,Wellesley - Wellesley Middle,3170305,MATHEMATICS,577,0.899,12.0
4132,Wellesley - Wellesley Sr High,3170505,ENGLISH LANGUAGE ARTS,176,0.997,12.0
4133,Wellesley - Wellesley Sr High,3170505,MATHEMATICS,174,0.996,12.0
4165,West Springfield - West Springfield High,3320505,ENGLISH LANGUAGE ARTS,137,0.945,12.0
4166,West Springfield - West Springfield High,3320505,MATHEMATICS,139,0.8759999999999999,12.0
4177,Westborough - Westborough High,3210505,ENGLISH LANGUAGE ARTS,136,1.0,12.0
4178,Westborough - Westborough High,3210505,MATHEMATICS,136,0.978,12.0
4180,Westfield - Abner Gibbs,3250020,ENGLISH LANGUAGE ARTS,52,0.7879999999999999,12.0
4181,Westfield - Abner Gibbs,3250020,MATHEMATICS,52,0.6970000000000001,12.0
4183,Westfield - Franklin Ave,3250015,ENGLISH LANGUAGE ARTS,76,0.73,12.0
4184,Westfield - Franklin Ave,3250015,MATHEMATICS,75,0.64,12.0
4186,Westfield - Highland,3250025,ENGLISH LANGUAGE ARTS,126,0.863,12.0
4187,Westfield - Highland,3250025,MATHEMATICS,126,0.782,12.0
4189,Westfield - Munger Hill,3250033,ENGLISH LANGUAGE ARTS,106,0.9129999999999999,12.0
4190,Westfield - Munger Hill,3250033,MATHEMATICS,106,0.833,12.0
4192,Westfield - North Middle School,3250305,ENGLISH LANGUAGE ARTS,369,0.934,12.0
4193,Westfield - North Middle School,3250305,MATHEMATICS,369,0.723,12.0
4195,Westfield - Paper Mill,3250036,ENGLISH LANGUAGE ARTS,123,0.8190000000000001,12.0
4196,Westfield - Paper Mill,3250036,MATHEMATICS,123,0.7090000000000001,12.0
4198,Westfield - South Middle School,3250310,ENGLISH LANGUAGE ARTS,276,0.882,12.0
4199,Westfield - South Middle School,3250310,MATHEMATICS,274,0.657,12.0
4201,Westfield - Southampton Road,3250040,ENGLISH LANGUAGE ARTS,108,0.87,12.0
4202,Westfield - Southampton Road,3250040,MATHEMATICS,108,0.838,12.0
4204,Westfield - Westfield High,3250505,ENGLISH LANGUAGE ARTS,192,0.987,12.0
4205,Westfield - Westfield High,3250505,MATHEMATICS,190,0.9109999999999999,12.0
4207,Westfield - Westfield Vocational Technical High,3250605,ENGLISH LANGUAGE ARTS,34,0.963,12.0
4208,Westfield - Westfield Vocational Technical High,3250605,MATHEMATICS,34,0.8240000000000001,12.0
4225,Westford - Westford Academy,3260505,ENGLISH LANGUAGE ARTS,215,0.9990000000000001,12.0
4226,Westford - Westford Academy,3260505,MATHEMATICS,215,0.99,12.0
4233,Weston - Weston High,3300505,ENGLISH LANGUAGE ARTS,93,0.997,12.0
4234,Weston - Weston High,3300505,MATHEMATICS,93,0.9890000000000001,12.0
4241,Westport - Westport High,3310505,ENGLISH LANGUAGE ARTS,59,0.966,12.0
4242,Westport - Westport High,3310505,MATHEMATICS,59,0.9279999999999999,12.0
4262,Westwood - Westwood High,3350505,ENGLISH LANGUAGE ARTS,121,1.0,12.0
4263,Westwood - Westwood High,3350505,MATHEMATICS,121,0.988,12.0
4288,Weymouth - Weymouth High School,3360505,ENGLISH LANGUAGE ARTS,232,0.988,12.0
4289,Weymouth - Weymouth High School,3360505,MATHEMATICS,234,0.922,12.0
4308,Whitman-Hanson - Whitman Hanson Regional,7800505,ENGLISH LANGUAGE ARTS,164,0.9740000000000001,12.0
4309,Whitman-Hanson - Whitman Hanson Regional,7800505,MATHEMATICS,165,0.9520000000000001,12.0
4314,Whittier Regional Vocational Technical - Whittier Regional Vocational,8850605,ENGLISH LANGUAGE ARTS,135,0.981,12.0
4315,Whittier Regional Vocational Technical - Whittier Regional Vocational,8850605,MATHEMATICS,135,0.935,12.0
4322,Wilmington - North Intermediate,3420060,ENGLISH LANGUAGE ARTS,144,0.877,12.0
4323,Wilmington - North Intermediate,3420060,MATHEMATICS,144,0.863,12.0
4325,Wilmington - West Intermediate,3420080,ENGLISH LANGUAGE ARTS,111,0.9009999999999999,12.0
4326,Wilmington - West Intermediate,3420080,MATHEMATICS,110,0.87,12.0
4328,Wilmington - Wilmington High,3420505,ENGLISH LANGUAGE ARTS,125,0.9940000000000001,12.0
4329,Wilmington - Wilmington High,3420505,MATHEMATICS,126,0.97,12.0
4331,Wilmington - Wilmington Middle School,3420330,ENGLISH LANGUAGE ARTS,439,0.956,12.0
4332,Wilmington - Wilmington Middle School,3420330,MATHEMATICS,438,0.843,12.0
4340,Winchester - Ambrose Elementary,3440045,ENGLISH LANGUAGE ARTS,143,0.9670000000000001,12.0
4341,Winchester - Ambrose Elementary,3440045,MATHEMATICS,142,0.961,12.0
4343,Winchester - Lincoln Elementary,3440005,ENGLISH LANGUAGE ARTS,117,0.9590000000000001,12.0
4344,Winchester - Lincoln Elementary,3440005,MATHEMATICS,117,0.94,12.0
4346,Winchester - Lynch Elementary,3440020,ENGLISH LANGUAGE ARTS,86,0.907,12.0
4347,Winchester - Lynch Elementary,3440020,MATHEMATICS,86,0.924,12.0
4349,Winchester - McCall Middle,3440305,ENGLISH LANGUAGE ARTS,486,0.9840000000000001,12.0
4350,Winchester - McCall Middle,3440305,MATHEMATICS,485,0.9179999999999999,12.0
4352,Winchester - Muraco Elementary,3440040,ENGLISH LANGUAGE ARTS,120,0.9690000000000001,12.0
4353,Winchester - Muraco Elementary,3440040,MATHEMATICS,121,0.946,12.0
4355,Winchester - Vinson-Owen Elementary,3440025,ENGLISH LANGUAGE ARTS,72,0.9620000000000001,12.0
4356,Winchester - Vinson-Owen Elementary,3440025,MATHEMATICS,72,0.941,12.0
4358,Winchester - Winchester High School,3440505,ENGLISH LANGUAGE ARTS,146,1.0,12.0
4359,Winchester - Winchester High School,3440505,MATHEMATICS,146,0.997,12.0
4397,Woburn - Woburn High,3470505,ENGLISH LANGUAGE ARTS,152,0.977,12.0
4398,Woburn - Woburn High,3470505,MATHEMATICS,148,0.9,12.0
4409,Worcester - Burncoat Senior High,3480503,ENGLISH LANGUAGE ARTS,103,0.927,12.0
4410,Worcester - Burncoat Senior High,3480503,MATHEMATICS,103,0.879,12.0
4412,Worcester - Burncoat Street,3480035,ENGLISH LANGUAGE ARTS,49,0.5920000000000001,12.0
4413,Worcester - Burncoat Street,3480035,MATHEMATICS,49,0.52,12.0
4415,Worcester - Canterbury,3480045,ENGLISH LANGUAGE ARTS,70,0.679,12.0
4416,Worcester - Canterbury,3480045,MATHEMATICS,70,0.621,12.0
4418,Worcester - Chandler Elementary Community,3480050,ENGLISH LANGUAGE ARTS,73,0.586,12.0
4419,Worcester - Chandler Elementary Community,3480050,MATHEMATICS,73,0.503,12.0
4436,Worcester - Doherty Memorial High,3480512,ENGLISH LANGUAGE ARTS,137,0.922,12.0
4437,Worcester - Doherty Memorial High,3480512,MATHEMATICS,135,0.878,12.0
4442,Worcester - Flagg Street,3480090,ENGLISH LANGUAGE ARTS,126,0.9229999999999999,12.0
4443,Worcester - Flagg Street,3480090,MATHEMATICS,126,0.863,12.0
4460,Worcester - Heard Street,3480136,ENGLISH LANGUAGE ARTS,60,0.846,12.0
4461,Worcester - Heard Street,3480136,MATHEMATICS,60,0.867,12.0
4463,Worcester - Jacob Hiatt Magnet,3480140,ENGLISH LANGUAGE ARTS,113,0.8190000000000001,12.0
4464,Worcester - Jacob Hiatt Magnet,3480140,MATHEMATICS,113,0.759,12.0
4477,Worcester - Nelson Place,3480200,ENGLISH LANGUAGE ARTS,115,0.893,12.0
4478,Worcester - Nelson Place,3480200,MATHEMATICS,116,0.8859999999999999,12.0
4480,Worcester - Norrback Avenue,3480202,ENGLISH LANGUAGE ARTS,144,0.78,12.0
4481,Worcester - Norrback Avenue,3480202,MATHEMATICS,145,0.747,12.0
4483,Worcester - North High,3480515,ENGLISH LANGUAGE ARTS,108,0.887,12.0
4484,Worcester - North High,3480515,MATHEMATICS,106,0.792,12.0
4489,Worcester - Rice Square,3480215,ENGLISH LANGUAGE ARTS,99,0.7020000000000001,12.0
4490,Worcester - Rice Square,3480215,MATHEMATICS,99,0.563,12.0
4495,Worcester - South High Community,3480520,ENGLISH LANGUAGE ARTS,116,0.927,12.0
4496,Worcester - South High Community,3480520,MATHEMATICS,117,0.7879999999999999,12.0
4501,Worcester - Tatnuck,3480230,ENGLISH LANGUAGE ARTS,126,0.8190000000000001,12.0
4502,Worcester - Tatnuck,3480230,MATHEMATICS,125,0.75,12.0
4507,Worcester - Union Hill School,3480240,ENGLISH LANGUAGE ARTS,74,0.682,12.0
4508,Worcester - Union Hill School,3480240,MATHEMATICS,74,0.608,12.0
4513,Worcester - Vernon Hill School,3480280,ENGLISH LANGUAGE ARTS,98,0.6559999999999999,12.0
4514,Worcester - Vernon Hill School,3480280,MATHEMATICS,98,0.599,12.0
4518,Worcester - West Tatnuck,3480260,ENGLISH LANGUAGE ARTS,74,0.943,12.0
4519,Worcester - West Tatnuck,3480260,MATHEMATICS,74,0.922,12.0
4530,Worcester - Worcester Technical High,3480605,ENGLISH LANGUAGE ARTS,166,0.958,12.0
4531,Worcester - Worcester Technical High,3480605,MATHEMATICS,165,0.888,12.0
4533,Wrentham - Charles E Roderick,3500010,ENGLISH LANGUAGE ARTS,228,0.934,12.0
4534,Wrentham - Charles E Roderick,3500010,MATHEMATICS,228,0.8859999999999999,12.0
3,Abington - Abington High,10505,ENGLISH LANGUAGE ARTS,57,0.956,12.0
4,Abington - Abington High,10505,MATHEMATICS,57,0.904,12.0
8,Abington - Frolio Middle School,10405,ENGLISH LANGUAGE ARTS,161,0.887,12.0
9,Abington - Frolio Middle School,10405,MATHEMATICS,163,0.745,12.0
11,Abington - Woodsdale Elementary School,10015,ENGLISH LANGUAGE ARTS,160,0.8390000000000001,12.0
12,Abington - Woodsdale Elementary School,10015,MATHEMATICS,161,0.8340000000000001,12.0
32,Acton-Boxborough - Acton-Boxborough Regional High,6000505,ENGLISH LANGUAGE ARTS,240,0.993,12.0
33,Acton-Boxborough - Acton-Boxborough Regional High,6000505,MATHEMATICS,240,0.98,12.0
35,Acton-Boxborough - Raymond J Grey Junior High,6000405,ENGLISH LANGUAGE ARTS,476,0.971,12.0
36,Acton-Boxborough - Raymond J Grey Junior High,6000405,MATHEMATICS,477,0.9309999999999999,12.0
52,Advanced Math and Science Academy Charter (District) - Advanced Math and Science Academy Charter School,4300305,ENGLISH LANGUAGE ARTS,357,0.981,12.0
53,Advanced Math and Science Academy Charter (District) - Advanced Math and Science Academy Charter School,4300305,MATHEMATICS,357,0.9470000000000001,12.0
55,Agawam - Agawam High,50505,ENGLISH LANGUAGE ARTS,169,0.978,12.0
56,Agawam - Agawam High,50505,MATHEMATICS,169,0.948,12.0
58,Agawam - Agawam Junior High,50405,ENGLISH LANGUAGE ARTS,353,0.8859999999999999,12.0
59,Agawam - Agawam Junior High,50405,MATHEMATICS,354,0.794,12.0
61,Agawam - Benjamin J Phelps,50020,ENGLISH LANGUAGE ARTS,70,0.7959999999999999,12.0
62,Agawam - Benjamin J Phelps,50020,MATHEMATICS,70,0.8,12.0
63,Agawam - Clifford M Granger,50010,ENGLISH LANGUAGE ARTS,68,0.857,12.0
64,Agawam - Clifford M Granger,50010,MATHEMATICS,68,0.868,12.0
65,Agawam - James Clark School,50030,ENGLISH LANGUAGE ARTS,67,0.735,12.0
66,Agawam - James Clark School,50030,MATHEMATICS,66,0.7879999999999999,12.0
67,Agawam - Roberta G. Doering School,50303,ENGLISH LANGUAGE ARTS,312,0.8220000000000001,12.0
68,Agawam - Roberta G. Doering School,50303,MATHEMATICS,312,0.8170000000000001,12.0
70,Agawam - Robinson Park,50025,ENGLISH LANGUAGE ARTS,73,0.863,12.0
71,Agawam - Robinson Park,50025,MATHEMATICS,74,0.848,12.0
72,Amesbury - Amesbury Elementary,70005,ENGLISH LANGUAGE ARTS,80,0.853,12.0
73,Amesbury - Amesbury Elementary,70005,MATHEMATICS,80,0.8690000000000001,12.0
74,Amesbury - Amesbury High,70505,ENGLISH LANGUAGE ARTS,77,0.958,12.0
75,Amesbury - Amesbury High,70505,MATHEMATICS,77,0.951,12.0
77,Amesbury - Amesbury Middle,70013,ENGLISH LANGUAGE ARTS,404,0.885,12.0
78,Amesbury - Amesbury Middle,70013,MATHEMATICS,402,0.785,12.0
80,Amesbury - Charles C Cashman Elementary,70010,ENGLISH LANGUAGE ARTS,95,0.8390000000000001,12.0
81,Amesbury - Charles C Cashman Elementary,70010,MATHEMATICS,94,0.862,12.0
82,Amherst - Crocker Farm Elementary,80009,ENGLISH LANGUAGE ARTS,93,0.7979999999999999,12.0
83,Amherst - Crocker Farm Elementary,80009,MATHEMATICS,94,0.787,12.0
85,Amherst - Fort River Elementary,80020,ENGLISH LANGUAGE ARTS,122,0.818,12.0
86,Amherst - Fort River Elementary,80020,MATHEMATICS,121,0.7929999999999999,12.0
88,Amherst - Wildwood Elementary,80050,ENGLISH LANGUAGE ARTS,131,0.8420000000000001,12.0
89,Amherst - Wildwood Elementary,80050,MATHEMATICS,133,0.8140000000000001,12.0
91,Amherst-Pelham - Amherst Regional High,6050505,ENGLISH LANGUAGE ARTS,120,0.975,12.0
92,Amherst-Pelham - Amherst Regional High,6050505,MATHEMATICS,119,0.945,12.0
94,Amherst-Pelham - Amherst Regional Middle School,6050405,ENGLISH LANGUAGE ARTS,231,0.902,12.0
95,Amherst-Pelham - Amherst Regional Middle School,6050405,MATHEMATICS,233,0.8540000000000001,12.0
97,Andover - Andover High,90505,ENGLISH LANGUAGE ARTS,225,0.988,12.0
98,Andover - Andover High,90505,MATHEMATICS,224,0.9670000000000001,12.0
124,Arlington - Arlington High,100505,ENGLISH LANGUAGE ARTS,125,0.988,12.0
125,Arlington - Arlington High,100505,MATHEMATICS,125,0.97,12.0
154,Ashburnham-Westminster - Oakmont Regional High School,6100505,ENGLISH LANGUAGE ARTS,69,0.9640000000000001,12.0
155,Ashburnham-Westminster - Oakmont Regional High School,6100505,MATHEMATICS,69,0.975,12.0
163,Ashland - Ashland High,140505,ENGLISH LANGUAGE ARTS,101,0.995,12.0
164,Ashland - Ashland High,140505,MATHEMATICS,100,0.988,12.0
172,Assabet Valley Regional Vocational Technical - Assabet Valley Vocational High School,8010605,ENGLISH LANGUAGE ARTS,139,0.96,12.0
173,Assabet Valley Regional Vocational Technical - Assabet Valley Vocational High School,8010605,MATHEMATICS,140,0.9209999999999999,12.0
175,Athol-Royalston - Athol High,6150505,ENGLISH LANGUAGE ARTS,39,0.917,12.0
176,Athol-Royalston - Athol High,6150505,MATHEMATICS,39,0.737,12.0
178,Athol-Royalston - Athol-Royalston Middle School,6150305,ENGLISH LANGUAGE ARTS,207,0.767,12.0
179,Athol-Royalston - Athol-Royalston Middle School,6150305,MATHEMATICS,209,0.69,12.0
181,Athol-Royalston - Pleasant Street,6150016,ENGLISH LANGUAGE ARTS,49,0.638,12.0
182,Athol-Royalston - Pleasant Street,6150016,MATHEMATICS,49,0.628,12.0
188,Atlantis Charter (District) - Atlantis Charter School,4910550,ENGLISH LANGUAGE ARTS,236,0.862,12.0
189,Atlantis Charter (District) - Atlantis Charter School,4910550,MATHEMATICS,238,0.8109999999999999,12.0
193,Attleboro - Attleboro High,160505,ENGLISH LANGUAGE ARTS,212,0.961,12.0
194,Attleboro - Attleboro High,160505,MATHEMATICS,211,0.893,12.0
216,Auburn - Auburn Senior High,170505,ENGLISH LANGUAGE ARTS,89,0.9470000000000001,12.0
217,Auburn - Auburn Senior High,170505,MATHEMATICS,87,0.9540000000000001,12.0
251,Bedford - Bedford High,230505,ENGLISH LANGUAGE ARTS,96,1.0,12.0
252,Bedford - Bedford High,230505,MATHEMATICS,96,0.9840000000000001,12.0
260,Belchertown - Belchertown High,240505,ENGLISH LANGUAGE ARTS,95,0.997,12.0
261,Belchertown - Belchertown High,240505,MATHEMATICS,95,0.961,12.0
281,Belmont - Belmont High,260505,ENGLISH LANGUAGE ARTS,131,0.998,12.0
282,Belmont - Belmont High,260505,MATHEMATICS,129,0.988,12.0
301,Berkley - Berkley Community School,270010,ENGLISH LANGUAGE ARTS,83,0.873,12.0
302,Berkley - Berkley Community School,270010,MATHEMATICS,83,0.861,12.0
303,Berkley - Berkley Middle School,270305,ENGLISH LANGUAGE ARTS,198,0.8029999999999999,12.0
304,Berkley - Berkley Middle School,270305,MATHEMATICS,198,0.722,12.0
309,Berkshire Hills - Monument Mt Regional High,6180505,ENGLISH LANGUAGE ARTS,74,0.99,12.0
310,Berkshire Hills - Monument Mt Regional High,6180505,MATHEMATICS,74,0.956,12.0
325,Beverly - Beverly High,300505,ENGLISH LANGUAGE ARTS,151,0.95,12.0
326,Beverly - Beverly High,300505,MATHEMATICS,149,0.8909999999999999,12.0
343,Billerica - Billerica Memorial High School,310505,ENGLISH LANGUAGE ARTS,154,0.968,12.0
344,Billerica - Billerica Memorial High School,310505,MATHEMATICS,153,0.917,12.0
370,Blackstone Valley Regional Vocational Technical - Blackstone Valley,8050605,ENGLISH LANGUAGE ARTS,159,0.9840000000000001,12.0
371,Blackstone Valley Regional Vocational Technical - Blackstone Valley,8050605,MATHEMATICS,159,0.9690000000000001,12.0
376,Blackstone-Millville - Blackstone Millville RHS,6220505,ENGLISH LANGUAGE ARTS,64,0.992,12.0
377,Blackstone-Millville - Blackstone Millville RHS,6220505,MATHEMATICS,65,0.9229999999999999,12.0
385,Blue Hills Regional Vocational Technical - Blue Hills Regional Vocational Technical,8060605,ENGLISH LANGUAGE ARTS,110,0.9890000000000001,12.0
386,Blue Hills Regional Vocational Technical - Blue Hills Regional Vocational Technical,8060605,MATHEMATICS,108,0.917,12.0
710,Bourne - Bourne High School,360505,ENGLISH LANGUAGE ARTS,67,0.9740000000000001,12.0
711,Bourne - Bourne High School,360505,MATHEMATICS,64,0.8909999999999999,12.0
732,Braintree - Braintree High,400505,ENGLISH LANGUAGE ARTS,200,0.991,12.0
733,Braintree - Braintree High,400505,MATHEMATICS,200,0.988,12.0
756,Brewster - Eddy Elementary,410010,ENGLISH LANGUAGE ARTS,118,0.89,12.0
757,Brewster - Eddy Elementary,410010,MATHEMATICS,119,0.878,12.0
762,Bridgewater-Raynham - Bridgewater-Raynham Regional,6250505,ENGLISH LANGUAGE ARTS,195,0.9670000000000001,12.0
763,Bridgewater-Raynham - Bridgewater-Raynham Regional,6250505,MATHEMATICS,195,0.8740000000000001,12.0
776,Bristol County Agricultural - Bristol County Agricultural High,9100705,ENGLISH LANGUAGE ARTS,36,0.958,12.0
777,Bristol County Agricultural - Bristol County Agricultural High,9100705,MATHEMATICS,36,0.91,12.0
779,Bristol-Plymouth Regional Vocational Technical - Bristol-Plymouth Vocational Technical,8100605,ENGLISH LANGUAGE ARTS,181,0.978,12.0
780,Bristol-Plymouth Regional Vocational Technical - Bristol-Plymouth Vocational Technical,8100605,MATHEMATICS,181,0.946,12.0
787,Brockton - Brockton High,440505,ENGLISH LANGUAGE ARTS,438,0.941,12.0
788,Brockton - Brockton High,440505,MATHEMATICS,429,0.8690000000000001,12.0
843,Brookline - Brookline High,460505,ENGLISH LANGUAGE ARTS,191,0.99,12.0
844,Brookline - Brookline High,460505,MATHEMATICS,193,0.966,12.0
846,Brookline - Edith C Baker,460005,ENGLISH LANGUAGE ARTS,209,0.94,12.0
847,Brookline - Edith C Baker,460005,MATHEMATICS,209,0.951,12.0
849,Brookline - Edward Devotion,460015,ENGLISH LANGUAGE ARTS,234,0.904,12.0
850,Brookline - Edward Devotion,460015,MATHEMATICS,235,0.89,12.0
852,Brookline - Heath,460025,ENGLISH LANGUAGE ARTS,141,0.938,12.0
853,Brookline - Heath,460025,MATHEMATICS,142,0.9420000000000001,12.0
855,Brookline - John D Runkle,460045,ENGLISH LANGUAGE ARTS,163,0.917,12.0
856,Brookline - John D Runkle,460045,MATHEMATICS,163,0.894,12.0
858,Brookline - Lawrence,460030,ENGLISH LANGUAGE ARTS,174,0.8909999999999999,12.0
859,Brookline - Lawrence,460030,MATHEMATICS,174,0.853,12.0
861,Brookline - Michael Driscoll,460020,ENGLISH LANGUAGE ARTS,155,0.945,12.0
862,Brookline - Michael Driscoll,460020,MATHEMATICS,156,0.9359999999999999,12.0
864,Brookline - Pierce,460040,ENGLISH LANGUAGE ARTS,202,0.915,12.0
865,Brookline - Pierce,460040,MATHEMATICS,202,0.9159999999999999,12.0
867,Brookline - William H Lincoln,460035,ENGLISH LANGUAGE ARTS,167,0.885,12.0
868,Brookline - William H Lincoln,460035,MATHEMATICS,166,0.8490000000000001,12.0
870,Burlington - Burlington High,480505,ENGLISH LANGUAGE ARTS,137,0.978,12.0
871,Burlington - Burlington High,480505,MATHEMATICS,137,0.951,12.0
891,Cambridge - Cambridge Rindge and Latin,490506,ENGLISH LANGUAGE ARTS,188,0.961,12.0
892,Cambridge - Cambridge Rindge and Latin,490506,MATHEMATICS,190,0.951,12.0
927,Canton - Canton High,500505,ENGLISH LANGUAGE ARTS,78,0.965,12.0
928,Canton - Canton High,500505,MATHEMATICS,78,0.885,12.0
942,Cape Cod Lighthouse Charter (District) - Cape Cod Lighthouse Charter School,4320530,ENGLISH LANGUAGE ARTS,118,0.9470000000000001,12.0
943,Cape Cod Lighthouse Charter (District) - Cape Cod Lighthouse Charter School,4320530,MATHEMATICS,117,0.8009999999999999,12.0
945,Cape Cod Regional Vocational Technical - Cape Cod Region Vocational Technical,8150605,ENGLISH LANGUAGE ARTS,109,0.968,12.0
946,Cape Cod Regional Vocational Technical - Cape Cod Region Vocational Technical,8150605,MATHEMATICS,109,0.945,12.0
970,Central Berkshire - Wahconah Regional High,6350505,ENGLISH LANGUAGE ARTS,71,0.968,12.0
971,Central Berkshire - Wahconah Regional High,6350505,MATHEMATICS,71,0.93,12.0
981,Chelmsford - Byam School,560030,ENGLISH LANGUAGE ARTS,95,0.879,12.0
982,Chelmsford - Byam School,560030,MATHEMATICS,95,0.882,12.0
983,Chelmsford - Center Elementary School,560005,ENGLISH LANGUAGE ARTS,108,0.873,12.0
984,Chelmsford - Center Elementary School,560005,MATHEMATICS,108,0.868,12.0
985,Chelmsford - Charles D Harrington,560025,ENGLISH LANGUAGE ARTS,105,0.888,12.0
986,Chelmsford - Charles D Harrington,560025,MATHEMATICS,104,0.904,12.0
987,Chelmsford - Chelmsford High,560505,ENGLISH LANGUAGE ARTS,194,0.987,12.0
988,Chelmsford - Chelmsford High,560505,MATHEMATICS,197,0.9520000000000001,12.0
990,Chelmsford - Col Moses Parker School,560305,ENGLISH LANGUAGE ARTS,362,0.9229999999999999,12.0
991,Chelmsford - Col Moses Parker School,560305,MATHEMATICS,362,0.8759999999999999,12.0
993,Chelmsford - McCarthy Middle School,560310,ENGLISH LANGUAGE ARTS,478,0.929,12.0
994,Chelmsford - McCarthy Middle School,560310,MATHEMATICS,477,0.875,12.0
996,Chelmsford - South Row,560015,ENGLISH LANGUAGE ARTS,96,0.875,12.0
997,Chelmsford - South Row,560015,MATHEMATICS,95,0.871,12.0
998,Chelsea - Chelsea High,570505,ENGLISH LANGUAGE ARTS,159,0.8290000000000001,12.0
999,Chelsea - Chelsea High,570505,MATHEMATICS,155,0.732,12.0
1018,Chesterfield-Goshen - New Hingham Regional Elementary,6320025,ENGLISH LANGUAGE ARTS,51,0.858,12.0
1019,Chesterfield-Goshen - New Hingham Regional Elementary,6320025,MATHEMATICS,51,0.779,12.0
1035,Chicopee - Chicopee Comprehensive High School,610510,ENGLISH LANGUAGE ARTS,178,0.945,12.0
